date,home,score1,vis,score2,location,score_diff,home_conference,vis_conference
2021-12-10,Tennessee St.,70,IUPUI,44,Tennessee St.,26,Ohio Valley,Horizon League
2021-12-10,Vanderbilt,58,Loyola Chicago,69,Vanderbilt,-11,Southeastern,Missouri Valley
2021-12-10,Bellarmine,89,Midway,39,Bellarmine,50,Atlantic Sun,NA
2021-12-10,Colorado,65,Milwaukee,54,Colorado,11,Pacific-12,Horizon League
2021-12-10,Delaware,94,Moravian,55,Delaware,39,Colonial Athletic Association,NA
2021-12-10,Memphis,72,Murray St.,74,Memphis,-2,American Athletic,Ohio Valley
2021-12-10,Boise St.,97,Prairie View A&M,60,Boise St.,37,Mountain West,Southwest Athletic
2021-12-10,Brown,65,Vermont,70,Brown,-5,Ivy League,America East
2021-12-10,Montana,104,Yellowstone Christian,43,Montana,61,Big Sky,NA
2021-12-11,Samford,52,Alabama A&M,50,Samford,2,Southern,Southwest Athletic
2021-12-11,Pepperdine,79,Alabama St.,62,Pepperdine,17,West Coast,Southwest Athletic
2021-12-11,Mount St. Mary's,66,American,72,Mount St. Mary's,-6,Northeast,Patriot League
2021-12-11,Illinois,79,Arizona,83,Illinois,-4,Big Ten,Pacific-12
2021-12-11,Oklahoma,88,Arkansas,66,Oklahoma,22,Big 12,Southeastern
2021-12-11,Mississippi Valley St.,77,Arkansas St.,82,Mississippi Valley St.,-5,Southwest Athletic,Sun Belt
2021-12-11,North Florida,91,Austin Peay,84,North Florida,7,Atlantic Sun,Ohio Valley
2021-12-11,Saint Louis,79,Boston College,68,Saint Louis,11,Atlantic 10,Atlantic Coast
2021-12-11,Dartmouth,62,Boston University,65,Dartmouth,-3,Ivy League,Patriot League
2021-12-11,Stony Brook,86,Bryant,78,Stony Brook,8,America East,Northeast
2021-12-11,Creighton,83,BYU,71,Creighton,12,Big East,West Coast
2021-12-11,San Diego,84,Cal Lutheran,55,San Diego,29,West Coast,NA
2021-12-11,Portland St.,58,Cal Poly,61,Portland St.,-3,Big Sky,Big West
2021-12-11,Youngstown St.,71,Canisius,43,Youngstown St.,28,Horizon League,Metro Atlantic Athletic
2021-12-11,Winthrop,83,Carver,52,Winthrop,31,Big South,NA
2021-12-11,Providence,68,Central Connecticut,53,Providence,15,Big East,Northeast
2021-12-11,Valparaiso,67,Charlotte,68,Valparaiso,-1,Missouri Valley,Conference USA
2021-12-11,Xavier,83,Cincinnati,63,Xavier,20,Big East,American Athletic
2021-12-11,Drake,80,Clemson,90,Drake,-10,Missouri Valley,Atlantic Coast
2021-12-11,Mississippi St.,63,Colorado St.,66,Mississippi St.,-3,Southeastern,Mountain West
2021-12-11,Albany,60,Columbia,59,Albany,1,America East,Ivy League
2021-12-11,Northwestern St.,89,Dallas Christian,67,Northwestern St.,22,Southland,NA
2021-12-11,Dixie St.,82,Denver,62,Dixie St.,20,Western Athletic,Summit League
2021-12-11,Abilene Christian,73,Drexel,56,Abilene Christian,17,Western Athletic,Colonial Athletic Association
2021-12-11,Butler,66,Eastern Illinois,54,Butler,12,Big East,Ohio Valley
2021-12-11,North Dakota,60,Eastern Washington,76,North Dakota,-16,Summit League,Big Sky
2021-12-11,North Carolina,80,Elon,63,North Carolina,17,Atlantic Coast,Colonial Athletic Association
2021-12-11,Eastern Michigan,92,FIU,88,Eastern Michigan,4,Mid-American,NCAA
2021-12-11,Robert Morris,74,Florida Gulf Coast,85,Robert Morris,-11,Horizon League,Atlantic Sun
2021-12-11,VMI,64,Gardner Webb,61,VMI,3,Southern,Big South
2021-12-11,Mercer,77,Georgia Southern,68,Mercer,9,Southern,Sun Belt
2021-12-11,Incarnate Word,72,Grambling St.,62,Incarnate Word,10,Southland,Southwest Athletic
2021-12-11,UNLV,95,Hartford,78,UNLV,17,Mountain West,America East
2021-12-11,Alabama,83,Houston,82,Alabama,1,Southeastern,American Athletic
2021-12-11,Cal St. Bakersfield,59,Idaho,58,Cal St. Bakersfield,1,Big West,Big Sky
2021-12-11,Central Michigan,67,Illinois Chicago,71,Central Michigan,-4,Mid-American,Horizon League
2021-12-11,Chicago St.,71,Illinois St.,81,Chicago St.,-10,Western Athletic,Missouri Valley
2021-12-11,Notre Dame,66,Kentucky,62,Notre Dame,4,Atlantic Coast,Southeastern
2021-12-11,UT Arlington,56,Lamar,47,UT Arlington,9,Sun Belt,Western Athletic
2021-12-11,Stephen F. Austin,63,Liberty,51,Stephen F. Austin,12,Western Athletic,Atlantic Sun
2021-12-11,Cal St. Fullerton,87,Life Pacific,59,Cal St. Fullerton,28,Big West,NA
2021-12-11,Louisiana Tech,78,Louisiana,69,Louisiana Tech,9,Conference USA,Sun Belt
2021-12-11,Georgia Tech,53,LSU,69,Georgia Tech,-16,Atlantic Coast,Southeastern
2021-12-11,Quinnipiac,73,Maine,47,Quinnipiac,26,Metro Atlantic Athletic,America East
2021-12-11,Weber St.,82,Maine Fort Kent,36,Weber St.,46,Big Sky,NA
2021-12-11,Utah,96,Manhattan,62,Utah,34,Pacific-12,Metro Atlantic Athletic
2021-12-11,Eastern Kentucky,69,Marshall,80,Eastern Kentucky,-11,Atlantic Sun,Conference USA
2021-12-11,UMass Lowell,109,Mass College of Libera,45,UMass Lowell,64,America East,NA
2021-12-11,North Texas,66,Massachusetts,57,North Texas,9,Conference USA,Atlantic 10
2021-12-11,Tennessee Martin,75,Middle Tennessee,84,Tennessee Martin,-9,Ohio Valley,Conference USA
2021-12-11,Michigan,65,Minnesota,75,Michigan,-10,Big Ten,Big Ten
2021-12-11,Kansas,102,Missouri,65,Kansas,37,Big 12,Southeastern
2021-12-11,St. Thomas,65,Montana St.,72,St. Thomas,-7,Summit League,Big Sky
2021-12-11,East Tennessee St.,82,Morehead St.,75,East Tennessee St.,7,Southern,Ohio Valley
2021-12-11,Longwood,94,Morgan St.,55,Longwood,39,Big South,Mid-Eastern Athletic
2021-12-11,Auburn,99,Nebraska,68,Auburn,31,Southeastern,Big Ten
2021-12-11,Duquesne,64,New Hampshire,62,Duquesne,2,Atlantic 10,America East
2021-12-11,Loyola Marymount,58,New Mexico St.,63,Loyola Marymount,-5,West Coast,Western Athletic
2021-12-11,Utah St.,82,New Orleans,50,Utah St.,32,Mountain West,Southland
2021-12-11,Wichita St.,71,Norfolk St.,58,Wichita St.,13,American Athletic,Mid-Eastern Athletic
2021-12-11,UCF,83,North Carolina A&T,68,UCF,15,American Athletic,Big South
2021-12-11,South Dakota,76,Northern Arizona,71,South Dakota,5,Summit League,Big Sky
2021-12-11,Stetson,45,Ohio,55,Stetson,-10,Atlantic Sun,Mid-American
2021-12-11,Missouri St.,69,Oral Roberts,60,Missouri St.,9,Missouri Valley,Summit League
2021-12-11,Grand Canyon,81,Ottawa AZ,53,Grand Canyon,28,Western Athletic,NA
2021-12-11,San Jose St.,78,Pacific,66,San Jose St.,12,Mountain West,West Coast
2021-12-11,La Salle,76,Penn,74,La Salle,2,Atlantic 10,Ivy League
2021-12-11,Michigan St.,80,Penn St.,64,Michigan St.,16,Big Ten,Big Ten
2021-12-11,Little Rock,60,Philander Smith,51,Little Rock,9,Sun Belt,NA
2021-12-11,Lafayette,73,Princeton,84,Lafayette,-11,Patriot League,Ivy League
2021-12-11,James Madison,79,Radford,70,James Madison,9,Colonial Athletic Association,Big South
2021-12-11,Houston Baptist,73,Rice,88,Houston Baptist,-15,Southland,Conference USA
2021-12-11,Southern Utah,100,Saint Katherine,61,Southern Utah,39,Big Sky,NA
2021-12-11,California,72,Santa Clara,60,California,12,Pacific-12,West Coast
2021-12-11,Holy Cross,59,Siena,72,Holy Cross,-13,Patriot League,Metro Atlantic Athletic
2021-12-11,Washington St.,74,South Dakota St.,77,Washington St.,-3,Pacific-12,Summit League
2021-12-11,Purdue Fort Wayne,78,Southeast Missouri St.,65,Purdue Fort Wayne,13,Horizon League,Ohio Valley
2021-12-11,Southern,72,Southeastern Louisiana,66,Southern,6,Southwest Athletic,Southland
2021-12-11,Tulsa,69,Southern Illinois,65,Tulsa,4,American Athletic,Missouri Valley
2021-12-11,Connecticut,74,St. Bonaventure,64,Connecticut,10,Big East,Atlantic 10
2021-12-11,Delaware St.,61,St. Francis NY,75,Delaware St.,-14,Mid-Eastern Athletic,Northeast
2021-12-11,Buffalo,100,St. John Fisher,58,Buffalo,42,Mid-American,NA
2021-12-11,Maryland Eastern Shore,79,St. Mary's MD,43,Maryland Eastern Shore,36,Mid-Eastern Athletic,NA
2021-12-11,Binghamton,79,SUNY Oneonta,55,Binghamton,24,America East,NA
2021-12-11,Georgetown,79,Syracuse,75,Georgetown,4,Big East,Atlantic Coast
2021-12-11,Texas A&M,64,TCU,68,Texas A&M,-4,Southeastern,Big 12
2021-12-11,Saint Joseph's,68,Temple,49,Saint Joseph's,19,Atlantic 10,American Athletic
2021-12-11,Nebraska Omaha,73,Texas A&M Corpus Chris,87,Nebraska Omaha,-14,Summit League,Southland
2021-12-11,Richmond,72,Toledo,69,Richmond,3,Atlantic 10,Mid-American
2021-12-11,Coppin St.,75,Towson,89,Coppin St.,-14,Mid-Eastern Athletic,Colonial Athletic Association
2021-12-11,Tennessee Tech,72,Troy,75,Tennessee Tech,-3,Ohio Valley,Sun Belt
2021-12-11,Fresno St.,63,UC Irvine,55,Fresno St.,8,Mountain West,Big West
2021-12-11,Saint Mary's,80,UC Santa Barbara,59,Saint Mary's,21,West Coast,Big West
2021-12-11,Marquette,56,UCLA,67,Marquette,-11,Big East,Pacific-12
2021-12-11,Western Carolina,72,UNC Asheville,73,Western Carolina,-1,Southern,Big South
2021-12-11,Tennessee,76,UNC Greensboro,36,Tennessee,40,Southeastern,Southern
2021-12-11,Jacksonville,77,UNC Wilmington,48,Jacksonville,29,Atlantic Sun,Colonial Athletic Association
2021-12-11,Wake Forest,79,USC Upstate,53,Wake Forest,26,Atlantic Coast,Big South
2021-12-11,Wyoming,74,Utah Valley,62,Wyoming,12,Mountain West,Western Athletic
2021-12-11,Sam Houston St.,73,UTSA,78,Sam Houston St.,-5,Western Athletic,Conference USA
2021-12-11,Old Dominion,66,VCU,75,Old Dominion,-9,Conference USA,Atlantic 10
2021-12-11,Kennesaw St.,80,Voorhees,56,Kennesaw St.,24,Atlantic Sun,NA
2021-12-11,Mississippi,48,Western Kentucky,71,Mississippi,-23,Southeastern,Conference USA
2021-12-11,Detroit Mercy,83,Western Michigan,64,Detroit Mercy,19,Horizon League,Mid-American
2021-12-11,Ohio St.,73,Wisconsin,55,Ohio St.,18,Big Ten,Big Ten
2021-12-12,Northern Kentucky,91,Alice Lloyd,55,Northern Kentucky,36,Horizon League,National Association of Intercollegiate Athletics
2021-12-12,Niagara,112,Buffalo St.,52,Niagara,60,Metro Atlantic Athletic,NA
2021-12-12,UC Riverside,70,Cal Baptist,54,UC Riverside,16,Big West,Western Athletic
2021-12-12,St. John's,82,Colgate,64,St. John's,18,Big East,Patriot League
2021-12-12,Northeastern,69,Davidson,79,Northeastern,-10,Colonial Athletic Association,Atlantic 10
2021-12-12,William & Mary,47,Fairfield,70,William & Mary,-23,Colonial Athletic Association,Metro Atlantic Athletic
2021-12-12,Maryland,70,Florida,68,Maryland,2,Big Ten,Southeastern
2021-12-12,Akron,73,Florida A&M,66,Akron,7,Mid-American,Southwest Athletic
2021-12-12,South Carolina,66,Florida St.,65,South Carolina,1,Southeastern,Atlantic Coast
2021-12-12,Kansas St.,82,Green Bay,64,Kansas St.,18,Big 12,Horizon League
2021-12-12,Loyola MD,67,Hampton,54,Loyola MD,13,Patriot League,Big South
2021-12-12,Ball St.,85,Indiana Kokomo,58,Ball St.,27,Mid-American,NA
2021-12-12,Iowa St.,47,Jackson St.,37,Iowa St.,10,Big 12,Southwest Athletic
2021-12-12,Hofstra,102,John Jay,51,Hofstra,51,Colonial Athletic Association,NA
2021-12-12,West Virginia,63,Kent St.,50,West Virginia,13,Big 12,Mid-American
2021-12-12,USC,73,Long Beach St.,62,USC,11,Pacific-12,Big West
2021-12-12,Indiana,81,Merrimack,49,Indiana,32,Big Ten,Northeast
2021-12-12,Fordham,66,Miami FL,72,Fordham,-6,Atlantic 10,Atlantic Coast
2021-12-12,UAB,103,Millsaps,29,UAB,74,Conference USA,NA
2021-12-12,Pittsburgh,52,Monmouth,56,Pittsburgh,-4,Atlantic Coast,Metro Atlantic Athletic
2021-12-12,Marist,61,Navy,67,Marist,-6,Metro Atlantic Athletic,Patriot League
2021-12-12,Northwestern,70,NJIT,52,Northwestern,18,Big Ten,America East
2021-12-12,Saint Peter's,87,Nyack,48,Saint Peter's,39,Metro Atlantic Athletic,NA
2021-12-12,Stanford,72,Oregon,69,Stanford,3,Pacific-12,Pacific-12
2021-12-12,Charleston,78,Presbyterian,76,Charleston,2,Colonial Athletic Association,Big South
2021-12-12,N.C. State,72,Purdue,82,N.C. State,-10,Big Sky,Big Ten
2021-12-12,Seton Hall,77,Rutgers,63,Seton Hall,14,Big East,Big Ten
2021-12-12,Texas St.,101,Southwestern,54,Texas St.,47,Sun Belt,NA
2021-12-12,Lipscomb,65,Tennessee St.,73,Lipscomb,-8,Atlantic Sun,Ohio Valley
2021-12-12,Chattanooga,104,Tennessee Wesleyan,55,Chattanooga,49,Southern,NA
2021-12-12,Seattle,73,UC San Diego,51,Seattle,22,Western Athletic,Big West
2021-12-12,SIU Edwardsville,60,UMKC,56,SIU Edwardsville,4,Ohio Valley,Western Athletic
2021-12-12,New Mexico,69,UTEP,77,New Mexico,-8,Mountain West,Conference USA
2021-12-12,Baylor,57,Villanova,36,Baylor,21,Big 12,Big East
2021-12-12,Dayton,62,Virginia Tech,57,Dayton,5,Atlantic 10,Atlantic Coast
2021-12-12,Coastal Carolina,60,Wofford,59,Coastal Carolina,1,Sun Belt,Southern
2021-12-12,Iona,91,Yale,77,Iona,14,Metro Atlantic Athletic,Ivy League
2021-12-13,Boston College,57,Albany,61,Boston College,-4,Atlantic Coast,America East
2021-12-13,Montana,118,American Indian,49,Montana,69,Big Sky,NA
2021-12-13,Nicholls St.,87,Blue Mountain,69,Nicholls St.,18,Southland,NA
2021-12-13,Portland,78,Cal Poly,77,Portland,1,West Coast,Big West
2021-12-13,Liberty,95,Carver,36,Liberty,59,Atlantic Sun,NA
2021-12-13,Oklahoma St.,98,Cleveland St.,93,Oklahoma St.,5,Big 12,Horizon League
2021-12-13,Appalachian St.,69,Erskine,44,Appalachian St.,25,Sun Belt,NA
2021-12-13,North Dakota St.,77,Indiana St.,70,North Dakota St.,7,Summit League,Missouri Valley
2021-12-13,Stetson,104,Johnson FL,58,Stetson,46,Atlantic Sun,NA
2021-12-13,New Hampshire,92,Keene St.,54,New Hampshire,38,America East,NA
2021-12-13,Jacksonville St.,110,LaGrange,80,Jacksonville St.,30,Atlantic Sun,NA
2021-12-13,Chicago St.,59,Northern Illinois,70,Chicago St.,-11,Western Athletic,Mid-American
2021-12-13,George Washington,67,Radford,58,George Washington,9,Atlantic 10,Big South
2021-12-13,Milwaukee,58,Rhode Island,82,Milwaukee,-24,Horizon League,Atlantic 10
2021-12-13,Columbia,69,Sacred Heart,79,Columbia,-10,Ivy League,Northeast
2021-12-13,Princeton,89,UMBC,77,Princeton,12,Ivy League,America East
2021-12-13,LIU,106,US Merchant Marine,48,LIU,58,Northeast,NA
2021-12-14,Memphis,92,Alabama,78,Memphis,14,American Athletic,Southeastern
2021-12-14,Troy,66,Alabama A&M,57,Troy,9,Sun Belt,Southwest Athletic
2021-12-14,Wichita St.,82,Alcorn St.,63,Wichita St.,19,American Athletic,Southwest Athletic
2021-12-14,South Carolina,110,Allen,51,South Carolina,59,Southeastern,Appalachian Athletic
2021-12-14,Creighton,57,Arizona St.,58,Creighton,-1,Big East,Pacific-12
2021-12-14,Texas,63,Arkansas Pine Bluff,31,Texas,32,Big 12,Southwest Athletic
2021-12-14,Texas Tech,75,Arkansas St.,62,Texas Tech,13,Big 12,Sun Belt
2021-12-14,South Florida,60,Austin Peay,51,South Florida,9,American Athletic,Ohio Valley
2021-12-14,Saint Mary's,76,Cal St.Stanislaus,39,Saint Mary's,37,West Coast,NA
2021-12-14,Longwood,98,Carolina,56,Longwood,42,Big South,NA
2021-12-14,Stony Brook,87,Central Connecticut,67,Stony Brook,20,America East,Northeast
2021-12-14,Western Kentucky,90,Centre,52,Western Kentucky,38,Conference USA,NA
2021-12-14,Drexel,76,Coppin St.,69,Drexel,7,Colonial Athletic Association,Mid-Eastern Athletic
2021-12-14,Illinois Chicago,66,DePaul,72,Illinois Chicago,-6,Horizon League,Big East
2021-12-14,Cincinnati,77,Florida A&M,50,Cincinnati,27,American Athletic,Southwest Athletic
2021-12-14,North Carolina,74,Furman,61,North Carolina,13,Atlantic Coast,Southern
2021-12-14,Mississippi St.,79,Georgia St.,50,Mississippi St.,29,Southeastern,Sun Belt
2021-12-14,UAB,79,Grambling St.,61,UAB,18,Conference USA,Southwest Athletic
2021-12-14,Northern Iowa,66,Jackson St.,56,Northern Iowa,10,Missouri Valley,Southwest Athletic
2021-12-14,Southern Miss,51,Jacksonville,62,Southern Miss,-11,Conference USA,Atlantic Sun
2021-12-14,Houston,71,Louisiana,56,Houston,15,American Athletic,Sun Belt
2021-12-14,Stephen F. Austin,69,Louisiana Monroe,82,Stephen F. Austin,-13,Western Athletic,Sun Belt
2021-12-14,Louisiana Tech,84,LSU Shreveport,70,Louisiana Tech,14,Conference USA,NA
2021-12-14,St. Francis NY,113,Medgar Evers,51,St. Francis NY,62,Northeast,NA
2021-12-14,Clemson,89,Miami OH,76,Clemson,13,Atlantic Coast,Mid-American
2021-12-14,Yale,60,Monmouth,69,Yale,-9,Ivy League,Metro Atlantic Athletic
2021-12-14,Auburn,70,North Alabama,44,Auburn,26,Southeastern,Atlantic Sun
2021-12-14,East Tennessee St.,67,North Carolina A&T,69,East Tennessee St.,-2,Southern,Big South
2021-12-14,North Dakota,110,North Central MN,65,North Dakota,45,Summit League,NA
2021-12-14,St. Thomas,109,Northland,50,St. Thomas,59,Summit League,NA
2021-12-14,LSU,89,Northwestern St.,49,LSU,40,Southeastern,Southland
2021-12-14,Illinois St.,81,Quincy,63,Illinois St.,18,Missouri Valley,NA
2021-12-14,North Texas,65,Sam Houston St.,55,North Texas,10,Conference USA,Western Athletic
2021-12-14,Boise St.,72,Santa Clara,60,Boise St.,12,Mountain West,West Coast
2021-12-14,Duke,103,South Carolina St.,62,Duke,41,Atlantic Coast,Mid-Eastern Athletic
2021-12-14,Louisville,86,Southeastern Louisiana,60,Louisville,26,Atlantic Coast,Southland
2021-12-14,Hartford,66,St. Francis PA,81,Hartford,-15,America East,Northeast
2021-12-14,South Alabama,69,Tarleton St.,62,South Alabama,7,Sun Belt,Western Athletic
2021-12-14,Minnesota,79,Texas A&M Corpus Chris,71,Minnesota,8,Big Ten,Southland
2021-12-14,UT Rio Grande Valley,60,Texas Southern,70,UT Rio Grande Valley,-10,Western Athletic,Southwest Athletic
2021-12-14,Oregon St.,64,UC Davis,71,Oregon St.,-7,Pacific-12,Big West
2021-12-14,Pacific,80,UC Santa Barbara,71,Pacific,9,West Coast,Big West
2021-12-14,Tennessee Martin,79,UNC Asheville,68,Tennessee Martin,11,Ohio Valley,Big South
2021-12-14,Towson,74,UNC Greensboro,64,Towson,10,Colonial Athletic Association,Southern
2021-12-14,Tennessee,96,USC Upstate,52,Tennessee,44,Southeastern,Big South
2021-12-14,Wake Forest,77,VMI,70,Wake Forest,7,Atlantic Coast,Southern
2021-12-15,Wright St.,48,Akron,66,Wright St.,-18,Horizon League,Mid-American
2021-12-15,Dixie St.,114,American Indian,49,Dixie St.,65,Western Athletic,NA
2021-12-15,South Dakota,78,Bellarmine,64,South Dakota,14,Summit League,Atlantic Sun
2021-12-15,Abilene Christian,69,Cal St. Bakersfield,59,Abilene Christian,10,Western Athletic,Big West
2021-12-15,Presbyterian,98,Carver,33,Presbyterian,65,Big South,NA
2021-12-15,Belmont,76,Chattanooga,68,Belmont,8,Ohio Valley,Southern
2021-12-15,Fairleigh Dickinson,54,Fairfield,72,Fairleigh Dickinson,-18,Northeast,Metro Atlantic Athletic
2021-12-15,Jacksonville St.,66,FIU,59,Jacksonville St.,7,Atlantic Sun,NCAA
2021-12-15,VCU,66,Florida Atlantic,46,VCU,20,Atlantic 10,Conference USA
2021-12-15,North Carolina Central,72,Gardner Webb,71,North Carolina Central,1,Mid-Eastern Athletic,Big South
2021-12-15,Campbell,66,Georgia Southern,69,Campbell,-3,Big South,Sun Belt
2021-12-15,Georgetown,85,Howard,73,Georgetown,12,Big East,Mid-Eastern Athletic
2021-12-15,Bethune Cookman,88,Johnson FL,41,Bethune Cookman,47,Southwest Athletic,NA
2021-12-15,Texas St.,67,Lamar,47,Texas St.,20,Sun Belt,Western Athletic
2021-12-15,Florida St.,97,Lipscomb,60,Florida St.,37,Atlantic Coast,Atlantic Sun
2021-12-15,Ohio,75,Marshall,65,Ohio,10,Mid-American,Conference USA
2021-12-15,Coastal Carolina,102,Methodist,42,Coastal Carolina,60,Sun Belt,NA
2021-12-15,Mississippi,62,Middle Tennessee,52,Mississippi,10,Southeastern,Conference USA
2021-12-15,Eastern Kentucky,121,Midway,67,Eastern Kentucky,54,Atlantic Sun,NA
2021-12-15,Nevada,98,Minnesota Duluth,62,Nevada,36,Mountain West,NA
2021-12-15,Xavier,86,Morehead St.,63,Xavier,23,Big East,Ohio Valley
2021-12-15,UNC Wilmington,85,Mount Olive,55,UNC Wilmington,30,Colonial Athletic Association,NA
2021-12-15,Eastern Washington,95,Multnomah,56,Eastern Washington,39,Big Sky,NA
2021-12-15,UNLV,84,Nebraska Omaha,71,UNLV,13,Mountain West,Summit League
2021-12-15,Washington St.,61,New Mexico St.,64,Washington St.,-3,Pacific-12,Western Athletic
2021-12-15,Wisconsin,71,Nicholls St.,68,Wisconsin,3,Big Ten,Southland
2021-12-15,Arizona,101,Northern Colorado,76,Arizona,25,Pacific-12,Big Sky
2021-12-15,Oregon,96,Portland,71,Oregon,25,Pacific-12,West Coast
2021-12-15,Missouri St.,75,South Dakota St.,63,Missouri St.,12,Missouri Valley,Summit League
2021-12-15,Southern Illinois,80,Southeast Missouri St.,55,Southern Illinois,25,Missouri Valley,Ohio Valley
2021-12-15,Murray St.,118,Tennessee Wesleyan,48,Murray St.,70,Ohio Valley,NA
2021-12-15,USC,66,UC Irvine,61,USC,5,Pacific-12,Big West
2021-12-15,Denver,64,UC San Diego,56,Denver,8,Summit League,Big West
2021-12-15,Temple,48,UCF,65,Temple,-17,American Athletic,American Athletic
2021-12-15,Weber St.,80,Utah St.,95,Weber St.,-15,Big Sky,Mountain West
2021-12-15,Elon,63,Winthrop,61,Elon,2,Colonial Athletic Association,Big South
2021-12-16,Tulsa,83,Alcorn St.,62,Tulsa,21,American Athletic,Southwest Athletic
2021-12-16,Duke,92,Appalachian St.,67,Duke,25,Atlantic Coast,Sun Belt
2021-12-16,South Carolina St.,105,Carver,46,South Carolina St.,59,Mid-Eastern Athletic,NA
2021-12-16,Stetson,67,Charleston,59,Stetson,8,Atlantic Sun,Colonial Athletic Association
2021-12-16,IUPUI,55,Chicago St.,61,IUPUI,-6,Horizon League,Western Athletic
2021-12-16,Stanford,89,Dartmouth,78,Stanford,11,Pacific-12,Ivy League
2021-12-16,Wagner,104,Immaculata,46,Wagner,58,Northeast,NA
2021-12-16,Rice,85,Incarnate Word,55,Rice,30,Conference USA,Southland
2021-12-16,Drake,70,Jackson St.,65,Drake,5,Missouri Valley,Southwest Athletic
2021-12-16,UTEP,82,McNeese St.,72,UTEP,10,Conference USA,Southland
