date,home,score1,vis,score2,location,score_diff,home_conference,vis_conference
2022-02-25,Troy,61,Texas St.,66,Troy,-5,Sun Belt,Sun Belt
2022-02-25,South Alabama,62,UT Arlington,52,South Alabama,10,Sun Belt,Sun Belt
2022-02-26,Stephen F. Austin,73,Abilene Christian,71,Stephen F. Austin,2,Western Athletic,Western Athletic
2022-02-26,New Mexico,69,Air Force,65,New Mexico,4,Mountain West,Mountain West
2022-02-26,Alabama A&M,80,Alabama St.,65,Alabama A&M,15,Southwest Athletic,Southwest Athletic
2022-02-26,Stony Brook,66,Albany,50,Stony Brook,16,America East,America East
2022-02-26,Prairie View A&M,69,Alcorn St.,72,Prairie View A&M,-3,Southwest Athletic,Southwest Athletic
2022-02-26,Colorado,79,Arizona,63,Colorado,16,Pacific-12,Pacific-12
2022-02-26,Utah,61,Arizona St.,63,Utah,-2,Pacific-12,Pacific-12
2022-02-26,Holy Cross,58,Army,66,Holy Cross,-8,Patriot League,Patriot League
2022-02-26,Tennessee,67,Auburn,62,Tennessee,5,Southeastern,Southeastern
2022-02-26,Eastern Illinois,52,Austin Peay,64,Eastern Illinois,-12,Ohio Valley,Ohio Valley
2022-02-26,Eastern Kentucky,72,Bellarmine,58,Eastern Kentucky,14,Atlantic Sun,Atlantic Sun
2022-02-26,Southern,84,Bethune Cookman,87,Southern,-3,Southwest Athletic,Southwest Athletic
2022-02-26,New Hampshire,66,Binghamton,62,New Hampshire,4,America East,America East
2022-02-26,UNLV,76,Boise St.,86,UNLV,-10,Mountain West,Mountain West
2022-02-26,Bucknell,89,Boston University,78,Bucknell,11,Patriot League,Patriot League
2022-02-26,Marquette,64,Butler,56,Marquette,8,Big East,Big East
2022-02-26,Utah Valley,63,Cal Baptist,54,Utah Valley,9,Western Athletic,Western Athletic
2022-02-26,Hawaii,62,Cal St. Bakersfield,50,Hawaii,12,Big West,Big West
2022-02-26,UC San Diego,81,Cal St. Fullerton,76,UC San Diego,5,Big West,Big West
2022-02-26,UC Davis,68,Cal St. Northridge,49,UC Davis,19,Big West,Big West
2022-02-26,Lipscomb,81,Central Arkansas,66,Lipscomb,15,Atlantic Sun,Atlantic Sun
2022-02-26,Drexel,80,Charleston,79,Drexel,1,Colonial Athletic Association,Colonial Athletic Association
2022-02-26,Winthrop,92,Charleston Southern,86,Winthrop,6,Big South,Big South
2022-02-26,Boston College,60,Clemson,70,Boston College,-10,Atlantic Coast,Atlantic Coast
2022-02-26,Oakland,65,Cleveland St.,57,Oakland,8,Horizon League,Horizon League
2022-02-26,Utah St.,55,Colorado St.,66,Utah St.,-11,Mountain West,Mountain West
2022-02-26,Brown,81,Columbia,74,Brown,7,Ivy League,Ivy League
2022-02-26,Maryland Eastern Shore,70,Coppin St.,50,Maryland Eastern Shore,20,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-02-26,Providence,72,Creighton,51,Providence,21,Big East,Big East
2022-02-26,La Salle,62,Dayton,60,La Salle,2,Atlantic 10,Atlantic 10
2022-02-26,Western Illinois,77,Denver,83,Western Illinois,-6,Summit League,Summit League
2022-02-26,Syracuse,72,Duke,97,Syracuse,-25,Atlantic Coast,Atlantic Coast
2022-02-26,Rhode Island,70,Duquesne,54,Rhode Island,16,Atlantic 10,Atlantic 10
2022-02-26,Ball St.,75,Eastern Michigan,64,Ball St.,11,Mid-American,Mid-American
2022-02-26,Sacramento St.,81,Eastern Washington,75,Sacramento St.,6,Big Sky,Big Sky
2022-02-26,Northeastern,54,Elon,67,Northeastern,-13,Colonial Athletic Association,Colonial Athletic Association
2022-02-26,LIU,84,Fairleigh Dickinson,77,LIU,7,Northeast,Northeast
2022-02-26,Old Dominion,83,FIU,63,Old Dominion,20,Conference USA,NCAA
2022-02-26,Georgia,72,Florida,84,Georgia,-12,Southeastern,Southeastern
2022-02-26,Grambling St.,73,Florida A&M,79,Grambling St.,-6,Southwest Athletic,Southwest Athletic
2022-02-26,Charlotte,69,Florida Atlantic,74,Charlotte,-5,Conference USA,Conference USA
2022-02-26,Virginia,63,Florida St.,64,Virginia,-1,Atlantic Coast,Atlantic Coast
2022-02-26,Davidson,66,Fordham,45,Davidson,21,Atlantic 10,Atlantic 10
2022-02-26,The Citadel,59,Furman,94,The Citadel,-35,Southern,Southern
2022-02-26,USC Upstate,72,Gardner Webb,70,USC Upstate,2,Big South,Big South
2022-02-26,Notre Dame,90,Georgia Tech,56,Notre Dame,34,Atlantic Coast,Atlantic Coast
2022-02-26,Saint Mary's,67,Gonzaga,57,Saint Mary's,10,West Coast,West Coast
2022-02-26,IUPUI,41,Green Bay,67,IUPUI,-26,Horizon League,Horizon League
2022-02-26,High Point,88,Hampton,77,High Point,11,Big South,Big South
2022-02-26,Northern Colorado,98,Idaho,94,Northern Colorado,4,Big Sky,Big Sky
2022-02-26,Portland St.,73,Idaho St.,69,Portland St.,4,Big Sky,Big Sky
2022-02-26,McNeese St.,67,Incarnate Word,69,McNeese St.,-2,Southland,Southland
2022-02-26,Illinois St.,86,Indiana St.,66,Illinois St.,20,Missouri Valley,Missouri Valley
2022-02-26,Kansas St.,73,Iowa St.,74,Kansas St.,-1,Big 12,Big 12
2022-02-26,Texas Southern,81,Jackson St.,66,Texas Southern,15,Southwest Athletic,Southwest Athletic
2022-02-26,Florida Gulf Coast,76,Jacksonville,69,Florida Gulf Coast,7,Atlantic Sun,Atlantic Sun
2022-02-26,Baylor,80,Kansas,70,Baylor,10,Big 12,Big 12
2022-02-26,Liberty,100,Kennesaw St.,93,Liberty,7,Atlantic Sun,Atlantic Sun
2022-02-26,Central Michigan,71,Kent St.,73,Central Michigan,-2,Mid-American,Mid-American
2022-02-26,Arkansas,75,Kentucky,73,Arkansas,2,Southeastern,Southeastern
2022-02-26,Tarleton St.,57,Lamar,49,Tarleton St.,8,Western Athletic,Western Athletic
2022-02-26,Lafayette,58,Lehigh,78,Lafayette,-20,Patriot League,Patriot League
2022-02-26,UC Irvine,77,Long Beach St.,72,UC Irvine,5,Big West,Big West
2022-02-26,Campbell,55,Longwood,60,Campbell,-5,Big South,Big South
2022-02-26,North Texas,56,Louisiana Tech,49,North Texas,7,Conference USA,Conference USA
2022-02-26,Wake Forest,99,Louisville,77,Wake Forest,22,Atlantic Coast,Atlantic Coast
2022-02-26,Northern Iowa,102,Loyola Chicago,96,Northern Iowa,6,Missouri Valley,Missouri Valley
2022-02-26,American,65,Loyola MD,55,American,10,Patriot League,Patriot League
2022-02-26,UMBC,93,Maine,79,UMBC,14,America East,America East
2022-02-26,Wofford,74,Mercer,67,Wofford,7,Southern,Southern
2022-02-26,St. Francis NY,52,Merrimack,72,St. Francis NY,-20,Northeast,Northeast
2022-02-26,Toledo,88,Miami OH,73,Toledo,15,Mid-American,Mid-American
2022-02-26,Illinois Chicago,71,Milwaukee,58,Illinois Chicago,13,Horizon League,Horizon League
2022-02-26,Arkansas Pine Bluff,93,Mississippi Valley St.,79,Arkansas Pine Bluff,14,Southwest Athletic,Southwest Athletic
2022-02-26,LSU,75,Missouri,55,LSU,20,Southeastern,Southeastern
2022-02-26,Evansville,79,Missouri St.,88,Evansville,-9,Missouri Valley,Missouri Valley
2022-02-26,SIU Edwardsville,77,Morehead St.,70,SIU Edwardsville,7,Ohio Valley,Ohio Valley
2022-02-26,Delaware St.,69,Morgan St.,76,Delaware St.,-7,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-02-26,Central Connecticut,46,Mount St. Mary's,65,Central Connecticut,-19,Northeast,Northeast
2022-02-26,Southeast Missouri St.,68,Murray St.,70,Southeast Missouri St.,-2,Ohio Valley,Ohio Valley
2022-02-26,Colgate,74,Navy,69,Colgate,5,Patriot League,Patriot League
2022-02-26,St. Thomas,95,Nebraska Omaha,74,St. Thomas,21,Summit League,Summit League
2022-02-26,Wyoming,74,Nevada,61,Wyoming,13,Mountain West,Mountain West
2022-02-26,Chicago St.,61,New Mexico St.,59,Chicago St.,2,Western Athletic,Western Athletic
2022-02-26,Northwestern St.,87,New Orleans,77,Northwestern St.,10,Southland,Southland
2022-02-26,Southeastern Louisiana,83,Nicholls St.,81,Southeastern Louisiana,2,Southland,Southland
2022-02-26,Hartford,83,NJIT,62,Hartford,21,America East,America East
2022-02-26,Jacksonville St.,69,North Alabama,52,Jacksonville St.,17,Atlantic Sun,Atlantic Sun
2022-02-26,N.C. State,74,North Carolina,84,N.C. State,-10,Big Sky,Atlantic Coast
2022-02-26,Howard,77,North Carolina Central,67,Howard,10,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-02-26,North Dakota,53,North Dakota St.,79,North Dakota,-26,Summit League,Summit League
2022-02-26,Stetson,69,North Florida,74,Stetson,-5,Atlantic Sun,Atlantic Sun
2022-02-26,Buffalo,70,Northern Illinois,60,Buffalo,10,Mid-American,Mid-American
2022-02-26,Oklahoma,66,Oklahoma St.,62,Oklahoma,4,Big 12,Big 12
2022-02-26,Loyola Marymount,90,Pacific,77,Loyola Marymount,13,West Coast,West Coast
2022-02-26,Dartmouth,84,Penn,70,Dartmouth,14,Ivy League,Ivy League
2022-02-26,BYU,75,Pepperdine,59,BYU,16,West Coast,West Coast
2022-02-26,Santa Clara,102,Portland,89,Santa Clara,13,West Coast,West Coast
2022-02-26,UNC Asheville,98,Presbyterian,96,UNC Asheville,2,Big South,Big South
2022-02-26,Michigan St.,68,Purdue,65,Michigan St.,3,Big Ten,Big Ten
2022-02-26,Detroit Mercy,78,Purdue Fort Wayne,81,Detroit Mercy,-3,Horizon League,Horizon League
2022-02-26,North Carolina A&T,53,Radford,62,North Carolina A&T,-9,Big South,Big South
2022-02-26,Wright St.,71,Robert Morris,61,Wright St.,10,Horizon League,Horizon League
2022-02-26,Grand Canyon,67,Sam Houston St.,41,Grand Canyon,26,Western Athletic,Western Athletic
2022-02-26,Chattanooga,70,Samford,57,Chattanooga,13,Southern,Southern
2022-02-26,San Diego,62,San Francisco,78,San Diego,-16,West Coast,West Coast
2022-02-26,Dixie St.,65,Seattle,73,Dixie St.,-8,Western Athletic,Western Athletic
2022-02-26,Xavier,66,Seton Hall,82,Xavier,-16,Big East,Big East
2022-02-26,Alabama,90,South Carolina,71,Alabama,19,Southeastern,Southeastern
2022-02-26,Norfolk St.,63,South Carolina St.,59,Norfolk St.,4,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-02-26,Oral Roberts,87,South Dakota,92,Oral Roberts,-5,Summit League,Summit League
2022-02-26,UMKC,75,South Dakota St.,86,UMKC,-11,Western Athletic,Summit League
2022-02-26,Cincinnati,54,South Florida,56,Cincinnati,-2,American Athletic,American Athletic
2022-02-26,Drake,62,Southern Illinois,60,Drake,2,Missouri Valley,Missouri Valley
2022-02-26,Rice,77,Southern Miss,72,Rice,5,Conference USA,Conference USA
2022-02-26,Saint Joseph's,52,St. Bonaventure,54,Saint Joseph's,-2,Atlantic 10,Atlantic 10
2022-02-26,Sacred Heart,80,St. Francis PA,68,Sacred Heart,12,Northeast,Northeast
2022-02-26,California,53,Stanford,39,California,14,Pacific-12,Pacific-12
2022-02-26,Tennessee Tech,88,Tennessee Martin,75,Tennessee Tech,13,Ohio Valley,Ohio Valley
2022-02-26,Belmont,87,Tennessee St.,67,Belmont,20,Ohio Valley,Ohio Valley
2022-02-26,West Virginia,81,Texas,82,West Virginia,-1,Big 12,Big 12
2022-02-26,Mississippi,66,Texas A&M,76,Mississippi,-10,Southeastern,Southeastern
2022-02-26,Houston Baptist,70,Texas A&M Corpus Chris,75,Houston Baptist,-5,Southland,Southland
2022-02-26,TCU,69,Texas Tech,66,TCU,3,Big 12,Big 12
2022-02-26,James Madison,59,Towson,95,James Madison,-36,Colonial Athletic Association,Colonial Athletic Association
2022-02-26,East Carolina,64,Tulsa,59,East Carolina,5,American Athletic,American Athletic
2022-02-26,UTEP,66,UAB,69,UTEP,-3,Conference USA,Conference USA
2022-02-26,UC Riverside,90,UC Santa Barbara,97,UC Riverside,-7,Big West,Big West
2022-02-26,Oregon St.,55,UCLA,94,Oregon St.,-39,Pacific-12,Pacific-12
2022-02-26,Vermont,62,UMass Lowell,61,Vermont,1,America East,America East
2022-02-26,Delaware,62,UNC Wilmington,69,Delaware,-7,Colonial Athletic Association,Colonial Athletic Association
2022-02-26,Oregon,69,USC,70,Oregon,-1,Pacific-12,Pacific-12
2022-02-26,Bradley,79,Valparaiso,55,Bradley,24,Missouri Valley,Missouri Valley
2022-02-26,Mississippi St.,74,Vanderbilt,69,Mississippi St.,5,Southeastern,Southeastern
2022-02-26,Massachusetts,62,VCU,77,Massachusetts,-15,Atlantic 10,Atlantic 10
2022-02-26,Miami FL,70,Virginia Tech,71,Miami FL,-1,Atlantic Coast,Atlantic Coast
2022-02-26,Western Carolina,82,VMI,73,Western Carolina,9,Southern,Southern
2022-02-26,Bryant,78,Wagner,70,Bryant,8,Northeast,Northeast
2022-02-26,Washington,78,Washington St.,70,Washington,8,Pacific-12,Pacific-12
2022-02-26,Northern Arizona,49,Weber St.,73,Northern Arizona,-24,Big Sky,Big Sky
2022-02-26,Middle Tennessee,69,Western Kentucky,52,Middle Tennessee,17,Conference USA,Conference USA
2022-02-26,Bowling Green,67,Western Michigan,78,Bowling Green,-11,Mid-American,Mid-American
2022-02-26,Hofstra,83,William & Mary,67,Hofstra,16,Colonial Athletic Association,Colonial Athletic Association
2022-02-26,Rutgers,61,Wisconsin,66,Rutgers,-5,Big Ten,Big Ten
2022-02-26,Cornell,71,Yale,65,Cornell,6,Ivy League,Ivy League
2022-02-26,Northern Kentucky,75,Youngstown St.,61,Northern Kentucky,14,Horizon League,Horizon League
2022-02-27,Quinnipiac,67,Canisius,72,Quinnipiac,-5,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-02-27,Georgetown,77,Connecticut,86,Georgetown,-9,Big East,Big East
2022-02-27,UNC Greensboro,69,East Tennessee St.,73,UNC Greensboro,-4,Southern,Southern
2022-02-27,Manhattan,62,Fairfield,66,Manhattan,-4,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-02-27,George Mason,69,George Washington,62,George Mason,7,Atlantic 10,Atlantic 10
2022-02-27,Michigan,85,Illinois,93,Michigan,-8,Big Ten,Big Ten
2022-02-27,Minnesota,79,Indiana,84,Minnesota,-5,Big Ten,Big Ten
2022-02-27,Rider,61,Iona,67,Rider,-6,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-02-27,Siena,70,Monmouth,59,Siena,11,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-02-27,Montana,80,Montana St.,74,Montana,6,Big Sky,Big Sky
2022-02-27,Penn St.,70,Nebraska,93,Penn St.,-23,Big Ten,Big Ten
2022-02-27,Saint Peter's,63,Niagara,36,Saint Peter's,27,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-02-27,Maryland,75,Ohio St.,60,Maryland,15,Big Ten,Big Ten
2022-02-27,Harvard,73,Princeton,74,Harvard,-1,Ivy League,Ivy League
2022-02-27,Houston,75,SMU,61,Houston,14,American Athletic,American Athletic
2022-02-27,DePaul,99,St. John's,94,DePaul,5,Big East,Big East
2022-02-27,Temple,75,Tulane,70,Temple,5,American Athletic,American Athletic
2022-02-27,Memphis,81,Wichita St.,57,Memphis,24,American Athletic,American Athletic
2022-02-28,Texas Southern,72,Alcorn St.,75,Texas Southern,-3,Southwest Athletic,Southwest Athletic
2022-02-28,Texas,61,Baylor,68,Texas,-7,Big 12,Big 12
2022-02-28,Grambling St.,63,Bethune Cookman,69,Grambling St.,-6,Southwest Athletic,Southwest Athletic
2022-02-28,Fairleigh Dickinson,66,Central Connecticut,67,Fairleigh Dickinson,-1,Northeast,Northeast
2022-02-28,Hofstra,89,Charleston,84,Hofstra,5,Colonial Athletic Association,Colonial Athletic Association
2022-02-28,Towson,69,Delaware,57,Towson,12,Colonial Athletic Association,Colonial Athletic Association
2022-02-28,Coppin St.,80,Delaware St.,67,Coppin St.,13,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-02-28,Southern,58,Florida A&M,49,Southern,9,Southwest Athletic,Southwest Athletic
2022-02-28,Prairie View A&M,53,Jackson St.,59,Prairie View A&M,-6,Southwest Athletic,Southwest Athletic
2022-02-28,Texas Tech,73,Kansas St.,68,Texas Tech,5,Big 12,Big 12
2022-02-28,Morgan St.,82,Maryland Eastern Shore,48,Morgan St.,34,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-02-28,Fordham,85,Massachusetts,73,Fordham,12,Atlantic 10,Atlantic 10
2022-02-28,Fresno St.,71,New Mexico,68,Fresno St.,3,Mountain West,Mountain West
2022-02-28,Norfolk St.,75,North Carolina Central,46,Norfolk St.,29,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-02-28,Iowa,82,Northwestern,61,Iowa,21,Big Ten,Big Ten
2022-02-28,Wyoming,66,San Diego St.,73,Wyoming,-7,Mountain West,Mountain West
2022-02-28,Howard,72,South Carolina St.,62,Howard,10,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-02-28,North Carolina,88,Syracuse,79,North Carolina,9,Atlantic Coast,Atlantic Coast
2022-02-28,Washington,66,UCLA,77,Washington,-11,Pacific-12,Pacific-12
2022-02-28,Oregon St.,97,Washington St.,103,Oregon St.,-6,Pacific-12,Pacific-12
2022-03-01,Ball St.,60,Akron,79,Ball St.,-19,Mid-American,Mid-American
2022-03-01,Holy Cross,63,American,69,Holy Cross,-6,Patriot League,Patriot League
2022-03-01,USC,71,Arizona,91,USC,-20,Pacific-12,Pacific-12
2022-03-01,UMBC,78,Binghamton,68,UMBC,10,America East,America East
2022-03-01,Lafayette,81,Bucknell,82,Lafayette,-1,Patriot League,Patriot League
2022-03-01,UC Santa Barbara,70,Cal St. Northridge,61,UC Santa Barbara,9,Big West,Big West
2022-03-01,Houston,71,Cincinnati,53,Houston,18,American Athletic,American Athletic
2022-03-01,Richmond,53,Dayton,55,Richmond,-2,Atlantic 10,Atlantic 10
2022-03-01,Pittsburgh,56,Duke,86,Pittsburgh,-30,Atlantic Coast,Atlantic Coast
2022-03-01,Kennesaw St.,82,Eastern Kentucky,73,Kennesaw St.,9,Atlantic Sun,Atlantic Sun
2022-03-01,Vanderbilt,78,Florida,82,Vanderbilt,-4,Southeastern,Southeastern
2022-03-01,Detroit Mercy,79,Green Bay,62,Detroit Mercy,17,Horizon League,Horizon League
2022-03-01,Albany,55,Hartford,67,Albany,-12,America East,America East
2022-03-01,Milwaukee,69,Illinois Chicago,80,Milwaukee,-11,Horizon League,Horizon League
2022-03-01,Oakland,69,IUPUI,58,Oakland,11,Horizon League,Horizon League
2022-03-01,TCU,74,Kansas,64,TCU,10,Big 12,Big 12
2022-03-01,Northern Illinois,55,Kent St.,63,Northern Illinois,-8,Mid-American,Mid-American
2022-03-01,Virginia Tech,75,Louisville,43,Virginia Tech,32,Atlantic Coast,Atlantic Coast
2022-03-01,Central Michigan,61,Miami OH,75,Central Michigan,-14,Mid-American,Mid-American
2022-03-01,Michigan,87,Michigan St.,70,Michigan,17,Big Ten,Big Ten
2022-03-01,Kentucky,83,Mississippi,72,Kentucky,11,Southeastern,Southeastern
2022-03-01,South Carolina,73,Missouri,69,South Carolina,4,Southeastern,Southeastern
2022-03-01,Ohio St.,70,Nebraska,78,Ohio St.,-8,Big Ten,Big Ten
2022-03-01,Boise St.,73,Nevada,67,Boise St.,6,Mountain West,Mountain West
2022-03-01,UMass Lowell,48,New Hampshire,64,UMass Lowell,-16,America East,America East
2022-03-01,Stony Brook,87,NJIT,68,Stony Brook,19,America East,America East
2022-03-01,Florida Gulf Coast,81,North Alabama,72,Florida Gulf Coast,9,Atlantic Sun,Atlantic Sun
2022-03-01,Lipscomb,74,North Florida,65,Lipscomb,9,Atlantic Sun,Atlantic Sun
2022-03-01,Bowling Green,80,Ohio,77,Bowling Green,3,Mid-American,Mid-American
2022-03-01,Villanova,76,Providence,74,Villanova,2,Big East,Big East
2022-03-01,Wisconsin,70,Purdue,67,Wisconsin,3,Big Ten,Big Ten
2022-03-01,Youngstown St.,73,Robert Morris,77,Youngstown St.,-4,Horizon League,Horizon League
2022-03-01,Manhattan,51,Saint Peter's,73,Manhattan,-22,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-01,Air Force,58,San Jose St.,54,Air Force,4,Mountain West,Mountain West
2022-03-01,Montana St.,69,Southern Utah,53,Montana St.,16,Big Sky,Big Sky
2022-03-01,VCU,74,St. Bonaventure,51,VCU,23,Atlantic 10,Atlantic 10
2022-03-01,Central Arkansas,74,Stetson,73,Central Arkansas,1,Atlantic Sun,Atlantic Sun
2022-03-01,Georgia,68,Tennessee,75,Georgia,-7,Southeastern,Southeastern
2022-03-01,Buffalo,76,Toledo,92,Buffalo,-16,Mid-American,Mid-American
2022-03-01,Maine,56,Vermont,75,Maine,-19,America East,America East
2022-03-01,Oklahoma,72,West Virginia,59,Oklahoma,13,Big 12,Big 12
2022-03-01,Eastern Michigan,60,Western Michigan,71,Eastern Michigan,-11,Mid-American,Mid-American
2022-03-02,Mississippi St.,68,Auburn,81,Mississippi St.,-13,Southeastern,Southeastern
2022-03-02,Bryant,73,Central Connecticut,59,Bryant,14,Northeast,Northeast
2022-03-02,UNC Asheville,78,Charleston Southern,79,UNC Asheville,-1,Big South,Big South
2022-03-02,Cal Baptist,62,Chicago St.,53,Cal Baptist,9,Western Athletic,Western Athletic
2022-03-02,Creighton,64,Connecticut,62,Creighton,2,Big East,Big East
2022-03-02,George Washington,98,Duquesne,93,George Washington,5,Atlantic 10,Atlantic 10
2022-03-02,Massachusetts,81,Fordham,73,Massachusetts,8,Atlantic 10,Atlantic 10
2022-03-02,Davidson,73,George Mason,62,Davidson,11,Atlantic 10,Atlantic 10
2022-03-02,Seton Hall,73,Georgetown,68,Seton Hall,5,Big East,Big East
2022-03-02,Clemson,68,Georgia Tech,65,Clemson,3,Atlantic Coast,Atlantic Coast
2022-03-02,High Point,84,Hampton,77,High Point,7,Big South,Big South
2022-03-02,New Orleans,75,Houston Baptist,74,New Orleans,1,Southland,Southland
2022-03-02,Arkansas,77,LSU,76,Arkansas,1,Southeastern,Southeastern
2022-03-02,DePaul,91,Marquette,80,DePaul,11,Big East,Big East
2022-03-02,Boston College,70,Miami FL,81,Boston College,-11,Atlantic Coast,Atlantic Coast
2022-03-02,Charlotte,60,Middle Tennessee,56,Charlotte,4,Conference USA,Conference USA
2022-03-02,Maryland,84,Minnesota,73,Maryland,11,Big Ten,Big Ten
2022-03-02,Wake Forest,101,N.C. State,76,Wake Forest,25,Atlantic Coast,Big Sky
2022-03-02,Texas A&M Corpus Chris,75,Nicholls St.,86,Texas A&M Corpus Chris,-11,Southland,Southland
2022-03-02,Radford,71,North Carolina A&T,78,Radford,-7,Big South,Big South
2022-03-02,Florida St.,74,Notre Dame,70,Florida St.,4,Atlantic Coast,Atlantic Coast
2022-03-02,Iowa St.,36,Oklahoma St.,53,Iowa St.,-17,Big 12,Big 12
2022-03-02,Louisiana Tech,67,Old Dominion,54,Louisiana Tech,13,Conference USA,Conference USA
2022-03-02,Campbell,75,Presbyterian,72,Campbell,3,Big South,Big South
2022-03-02,Indiana,63,Rutgers,66,Indiana,-3,Big Ten,Big Ten
2022-03-02,LIU,82,Sacred Heart,75,LIU,7,Northeast,Northeast
2022-03-02,La Salle,49,Saint Joseph's,48,La Salle,1,Atlantic 10,Atlantic 10
2022-03-02,Rhode Island,74,Saint Louis,80,Rhode Island,-6,Atlantic 10,Atlantic 10
2022-03-02,Tennessee St.,77,SIU Edwardsville,62,Tennessee St.,15,Ohio Valley,Ohio Valley
2022-03-02,Mount St. Mary's,78,St. Francis NY,48,Mount St. Mary's,30,Northeast,Northeast
2022-03-02,Wagner,82,St. Francis PA,53,Wagner,29,Northeast,Northeast
2022-03-02,New Mexico St.,71,Stephen F. Austin,73,New Mexico St.,-2,Western Athletic,Western Athletic
2022-03-02,Austin Peay,51,Tennessee Tech,78,Austin Peay,-27,Ohio Valley,Ohio Valley
2022-03-02,Alabama,71,Texas A&M,87,Alabama,-16,Southeastern,Southeastern
2022-03-02,Southern Miss,68,UAB,81,Southern Miss,-13,Conference USA,Conference USA
2022-03-02,Lamar,63,UT Rio Grande Valley,67,Lamar,-4,Western Athletic,Western Athletic
2022-03-02,Marshall,72,Western Kentucky,86,Marshall,-14,Conference USA,Conference USA
2022-03-02,Tulsa,62,Wichita St.,72,Tulsa,-10,American Athletic,American Athletic
2022-03-02,UNLV,64,Wyoming,57,UNLV,7,Mountain West,Mountain West
2022-03-02,St. John's,81,Xavier,66,St. John's,15,Big East,Big East
2022-03-03,Navy,71,American,64,Navy,7,Patriot League,Patriot League
2022-03-03,Jackson St.,87,Arkansas Pine Bluff,79,Jackson St.,8,Southwest Athletic,Southwest Athletic
2022-03-03,Lehigh,91,Army,77,Lehigh,14,Patriot League,Patriot League
2022-03-03,Colgate,96,Bucknell,68,Colgate,28,Patriot League,Patriot League
2022-03-03,Arizona St.,71,California,44,Arizona St.,27,Pacific-12,Pacific-12
2022-03-03,Jacksonville,79,Central Arkansas,69,Jacksonville,10,Atlantic Sun,Atlantic Sun
2022-03-03,SMU,76,Cincinnati,71,SMU,5,American Athletic,American Athletic
2022-03-03,Maryland Eastern Shore,63,Delaware St.,59,Maryland Eastern Shore,4,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-03-03,Northern Kentucky,77,Detroit Mercy,59,Northern Kentucky,18,Horizon League,Horizon League
2022-03-03,Abilene Christian,80,Dixie St.,64,Abilene Christian,16,Western Athletic,Western Athletic
2022-03-03,Valparaiso,81,Evansville,59,Valparaiso,22,Missouri Valley,Missouri Valley
2022-03-03,FIU,51,Florida Atlantic,71,FIU,-20,NCAA,Conference USA
2022-03-03,Bellarmine,81,Florida Gulf Coast,68,Bellarmine,13,Atlantic Sun,Atlantic Sun
2022-03-03,San Diego St.,65,Fresno St.,64,San Diego St.,1,Mountain West,Mountain West
2022-03-03,Coastal Carolina,64,Georgia Southern,70,Coastal Carolina,-6,Sun Belt,Sun Belt
2022-03-03,Alabama A&M,71,Grambling St.,63,Alabama A&M,8,Southwest Athletic,Southwest Athletic
2022-03-03,UC Santa Barbara,67,Hawaii,60,UC Santa Barbara,7,Big West,Big West
2022-03-03,Norfolk St.,83,Howard,61,Norfolk St.,22,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-03-03,Purdue Fort Wayne,78,Illinois Chicago,72,Purdue Fort Wayne,6,Horizon League,Horizon League
2022-03-03,Illinois St.,58,Indiana St.,53,Illinois St.,5,Missouri Valley,Missouri Valley
2022-03-03,Manhattan,74,Iona,72,Manhattan,2,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-03,Michigan,71,Iowa,82,Michigan,-11,Big Ten,Big Ten
2022-03-03,Jacksonville St.,78,Kennesaw St.,67,Jacksonville St.,11,Atlantic Sun,Atlantic Sun
2022-03-03,Liberty,52,Lipscomb,47,Liberty,5,Atlantic Sun,Atlantic Sun
2022-03-03,South Alabama,71,Little Rock,75,South Alabama,-4,Sun Belt,Sun Belt
2022-03-03,Arkansas St.,81,Louisiana Monroe,77,Arkansas St.,4,Sun Belt,Sun Belt
2022-03-03,Boston University,76,Loyola MD,64,Boston University,12,Patriot League,Patriot League
2022-03-03,Canisius,78,Marist,67,Canisius,11,Metro Atlantic Athletic,Metro Atlantic Athletic
2022-03-03,South Florida,64,Memphis,73,South Florida,-9,American Athletic,American Athletic
2022-03-03,Ohio St.,80,Michigan St.,69,Ohio St.,11,Big Ten,Big Ten
2022-03-03,Alcorn St.,72,Mississippi Valley St.,69,Alcorn St.,3,Southwest Athletic,Southwest Athletic
2022-03-03,Coppin St.,59,Morgan St.,63,Coppin St.,-4,Mid-Eastern Athletic,Mid-Eastern Athletic
2022-03-03,UTSA,48,North Texas,59,UTSA,-11,Conference USA,Conference USA
